시간(ms),밴드패스,평균이동,피크
37282,0.33,0.46,0
37288,0.35,0.63,0
37294,0.51,0.95,0
37300,0.37,0.98,0
37306,0.37,1.17,0
37312,0.37,1.28,0
37328,0.4,1.38,0
37334,0.39,1.6,0
37340,0.4,1.58,0
37346,0.26,1.46,0
37352,0.43,1.38,0
37358,0.36,1.49,0
37374,0.3,1.36,0
37380,0.32,1.54,0
37386,0.42,1.57,0
37392,0.32,1.6,0
37398,0.41,1.6,0
37404,0,0.99,0
37420,0.67,1.46,0
37426,0,0.97,0
37432,0.85,1.72,0
37438,0.19,1.38,0
37444,0.22,1.32,0
37450,0,0.74,0
37466,0.37,0.78,0
37472,0.67,1.17,0
37478,0.29,1.04,0
37484,0.37,1.21,0
37490,0.5,1.39,0
37496,0.56,1.62,0
37512,0.52,1.81,0
37518,0.33,1.87,0
37524,0.49,2.11,0
37530,0.21,1.52,0
37536,0.26,0.58,0
37542,0.25,-0.12,0
37558,0.25,-0.02,0
37564,0.35,-0.03,0
37570,0.25,-0.52,0
37576,0.39,-0.24,0
37582,0.45,-0.16,0
37598,0.12,-0.18,0
37604,0.38,-0.08,0
37610,0.23,-0.27,0
37616,0.32,-0.54,0
37622,0.35,-0.44,0
37638,0.47,-0.21,0
37644,0.41,-0.12,0
37650,0.45,0.22,0
37656,0.33,0.15,0
37662,0.4,0.23,0
37668,0.39,0.27,0
37684,0.42,0.09,0
37690,0.3,-0.06,0
37696,0.3,-0.19,0
37702,0.39,-0.19,0
37708,0.36,-0.27,0
37714,0.32,-0.38,1
37730,0.27,-0.58,0
37735,0.32,-0.52,0
37740,0.5,-0.42,0
37745,0.41,-0.34,0
37761,0.28,-0.37,0
37766,0.26,-0.46,0
37771,0.39,-0.52,0
37776,0.46,-0.31,0
37792,0.32,-0.44,0
37797,0.32,0.01,0
37802,0.26,-0.62,0
37807,0.44,-0.01,0
37823,0.4,-0.6,0
37828,0.26,-0.5,0
37833,0.2,-0.49,0
37838,0.42,0.16,0
37854,0.36,0.16,0
37859,0.36,-0.3,0
37864,0.23,-0.41,0
37869,0.34,-0.45,1
37885,0.35,-0.64,0
37890,0.36,-0.93,0
37895,0.3,-1.23,0
37900,0.24,-1.33,0
37916,0.44,-1.32,0
37921,0.37,-0.99,0
37926,0.28,-0.88,0
37931,0.34,-0.69,0
37946,0.29,-0.58,0
37951,0.29,-0.65,0
37956,0.29,-0.56,0
37961,0.4,-0.55,0
37976,0.21,-0.87,0
37981,0.26,-0.64,0
37986,0.38,-0.6,0
37991,0.39,-0.34,0
38007,0.36,-0.27,0
38012,0.31,-0.3,0
38017,0.31,-0.57,0
38022,0.44,-0.52,0
38038,0.33,-0.68,0
38043,0.27,-0.75,1
38048,0.25,-0.95,0
38053,0.37,-0.98,0
38068,0.29,-1.13,0
38073,0.39,-0.97,0
38078,0.36,-0.82,0
38083,0.29,-0.91,0
38099,0.34,-0.9,0
38104,0.18,-1.06,1
38109,0.68,-0.45,0
38114,0,-0.79,0
38130,0.26,-1.1,1
38135,0.78,-0.58,0
38140,0.4,-0.26,0
38145,0.47,0.09,0
38161,0.44,0.19,0
38166,0.1,-0.3,0
38171,0.63,0.09,0
38176,0.44,0.34,0
38192,0.25,0.3,0
38197,0.09,-0.23,0
38202,0.2,-0.58,0
38207,0.33,-0.5,0
38223,0.27,-0.35,0
38228,0.3,-0.47,0
38233,0.32,-0.54,0
38238,0.47,-0.34,0
38254,0.37,-0.1,0
38259,0.34,-0.04,0
38264,0.21,-0.24,0
38269,0.47,-0.09,0
38285,0.51,0.26,0
38290,0.31,0.41,0
38295,0.28,0.14,0
38300,0.43,0.17,0
38316,0.29,0.16,0
38321,0.26,0.07,0
38326,0.33,0.12,0
38331,0.21,0,0
38347,0.38,0.13,0
38352,0.33,0.08,0
38357,0.29,0.21,0
38362,0.31,0.27,0
38378,0.42,0.35,0
38383,0.41,0.37,0
38388,0.3,0.28,0
38393,0,-0.2,0
38409,0,-0.69,1
38414,0.72,-0.32,0
38419,0.63,0.22,0
38424,0.25,0.29,0
38440,0.01,-0.09,0
38445,0.37,-0.11,0
38450,0.02,-0.4,0
38455,0.37,-0.42,0
38471,0.46,-0.22,0
38476,0.4,-0.01,0
38481,0.29,-0.02,0
38486,0.57,0.56,0
38502,0.49,0.35,0
38507,0.17,0.57,0
38512,0.62,1.04,0
38517,0.21,0.3,0
38533,0.49,0.32,0
38538,0.27,0.03,0
38543,0.33,-0.16,0
38548,0.26,0.05,0
38564,0.4,-0.19,0
38569,0.28,-0.47,0
38574,0.28,-0.41,0
38579,0.41,0.07,0
38595,0.39,0.38,0
38600,0.39,0.48,0
38605,0.45,0.72,0
38610,0.53,1.06,0
38626,0.4,1.15,0
38631,0.22,0.74,0
38636,0.31,0.55,0
38641,0.52,0.71,0
38657,0.27,0.76,0
38662,0.28,0.47,0
38667,0.36,0.16,0
38672,0.39,0.23,0
38688,0.3,0.26,0
38693,0.3,0.09,0
38698,0.27,0.06,0
38703,0.41,0.25,0
38719,0.53,0.57,0
38724,0.3,0.73,0
38729,0.3,0.58,0
38734,0.35,0.53,0
38750,0.35,0.6,0
38755,0.38,0.69,0
38760,0.19,0.33,0
38765,0.31,0.1,0
38781,0.39,0.2,0
38786,0.38,0.76,0
38791,0.39,1.35,0
38796,0.25,0.68,0
38812,0.33,0.11,0
38817,0.33,0.12,0
38822,0.36,0.64,0
38827,0.32,0.57,0
38843,0.27,0.8,0
38848,0.39,0.79,0
38853,0.39,0.63,0
38858,0.37,0.51,0
38874,0.38,0.54,0
38879,0.36,0.2,0
38884,0.19,-0.29,0
38889,0.26,-0.24,0
38905,0.37,-0.56,0
38910,0.32,-0.48,0
38915,0.38,-0.66,1
38920,0.32,-0.6,0
38936,0.28,-0.66,0
38941,0.23,-0.71,0
38946,0.36,-0.81,1
38951,0.38,-0.66,0
38967,0.33,-0.56,0
38972,0.32,-0.66,1
38977,0.39,-0.67,0
38982,0.2,-0.91,0
38998,0.31,-1.11,0
39003,0.34,-1.39,0
39008,0.37,-1.39,0
39013,0.38,-1.12,0
39029,0.3,-1.06,0
39034,0.33,-1.26,0
39039,0.35,-1.09,0
39044,0.33,-0.98,0
39060,0.24,-1.1,0
39065,0.24,-1.28,0
39070,0.33,-1.2,0
39075,0.28,-1.18,0
39091,0.34,-1.03,0
39096,0.29,-1.13,0
39101,0.38,-1.34,0
39106,0.33,-1.26,0
39122,0.07,-1.56,0
39127,0.15,-1.79,0
39132,0.56,-1.45,0
39137,0,-1.85,0
39153,0.81,-0.81,0
39158,0.32,-0.6,0
39163,0.2,-0.85,0
39168,0.33,-0.96,1
39184,0.49,-0.76,0
39189,0.18,-0.82,1
39194,0.29,-0.9,0
39199,0.37,-0.85,0
39215,0.51,-0.62,0
39220,0.26,-0.66,0
39225,0.18,-0.81,0
39230,0.37,-0.88,0
39246,0.44,-0.81,0
39251,0.27,-0.97,0
39256,0.26,-1.17,1
39261,0.43,-1.11,0
39277,0.57,-0.55,0
39282,0.29,-0.45,0
39287,0.25,-0.69,0
39292,0.41,-0.63,0
39308,0.42,-0.62,0
39313,0.28,-0.72,0
39318,0.23,-0.85,0
39323,0.15,-1.04,0
39339,0.36,-1.04,1
39344,0.4,-1.04,0
39349,0.34,-1.05,0
39354,0.26,-1.19,0
39370,0.25,-1.44,0
39375,0.42,-1.17,0
39380,0.31,-1.16,0
39385,0.3,-1.25,0
39401,0.83,-0.54,0
39406,0.61,-0.18,0
39411,0.83,0.55,0
39416,0.28,0.45,0
39432,0.46,0.47,0
39437,0.35,0.38,0
39442,0.24,0.27,0
39447,0.84,0.98,0
39463,0.32,0.82,0
39468,0.39,0.83,0
39473,0.25,0.57,0
39478,0.49,0.69,0
39494,0.19,0.27,0
39499,0.37,0.16,0
39504,0.42,0.6,0
39509,0.27,0.7,0
39525,0.19,0.07,0
39530,0.31,0.3,0
39535,0.36,-0.52,0
39540,0.43,-0.51,0
39556,0.51,-0.08,0
39561,0.19,-0.28,0
39566,0.39,-0.57,0
39571,0.4,-0.33,0
39587,0.5,-0.01,0
39592,0.49,0.15,0
39597,0.24,-0.28,0
39602,0.31,-0.34,0
39618,0.39,-0.06,0
39623,0.43,0.01,0
39628,0.23,-0.34,0
39633,0.44,-0.18,0
39649,0.4,0.01,0
39654,0.3,-0.18,0
39660,0.4,-0.52,0
39665,0.34,-0.53,0
39681,0.3,-0.46,0
39686,0.37,-0.51,0
39692,0.25,-0.76,0
39697,0.18,-0.94,0
39713,0.42,-0.63,0
39718,0.25,-0.42,0
39723,0.34,-0.48,0
39728,0.31,-0.63,0
39744,0.39,-0.57,0
39750,0.41,-0.33,0
39756,0.43,-0.03,0
39762,0.35,-0.13,0
39768,0.24,-0.29,0
39784,0.43,-0.1,0
39790,0.37,-0.85,0
39796,0.21,-1.52,1
39802,0.35,-2.24,0
39807,0.35,-2.15,0
39823,0.43,-2.09,0
39828,0.4,-1.96,0
39833,0.28,-1.84,0
39838,0.26,-2.58,0
39854,0.4,-2.36,0
39859,0.39,-2.26,0
39864,0.19,-2.29,0
39869,0.33,-2.47,0
39885,0.44,-1.99,0
39890,0.31,-1.98,0
39895,0.37,-2.03,0
39900,0.4,-1.82,0
39916,0.36,-1.53,0
39921,0.42,-1.32,0
39926,0.31,-1.38,0
39931,0.31,-1.6,0
39947,0.33,-1.88,0
39952,0.39,-1.59,0
39957,0.36,-1.56,0
39962,0.34,-1.63,0
39978,0.33,-1.89,0
39983,0.37,-2.07,0
39988,0.32,-1.95,0
39993,0.31,-1.87,0
40009,0.26,-2.05,0
40014,0.36,-2.1,1
40019,0.31,-1.94,0
40024,0.32,-2.05,1
40040,0.28,-2.19,0
40045,0.3,-2.15,0
40050,0.33,-2.18,0
40055,0.32,-2.16,0
40071,0.26,-2.16,0
40076,0.31,-2.21,0
40081,0.33,-2.02,0
40086,0.34,-1.7,0
40102,0.02,-2.28,1
40108,0.57,-1.78,0
40113,0.8,-0.94,0
40118,0,-1.22,0
40134,0.83,-0.46,0
40140,0.17,-0.75,0
40145,0.49,-0.71,0
40151,0.48,-0.48,0
40156,0.43,-0.17,0
40172,0.47,-0.13,0
40178,0.42,-0.07,0
40184,0.4,0.23,0
40189,0.4,0.31,0
40194,0.22,0.1,0
40209,0.5,0.19,0
40215,0.21,-0.12,0
40220,0.27,-0.19,0
40225,0.39,-0.04,0
40241,0.29,-0.25,0
40247,0.3,-0.42,0
40253,0.36,-0.17,0
40259,0.44,0.03,0
40264,0.46,0.04,0
40280,0.18,-0.2,0
40286,0.25,-0.37,0
40292,0.19,-0.67,0
40298,0.24,-0.85,0
40304,0.44,-0.78,0
40320,0.23,-0.88,0
40326,0.35,-0.77,0
40332,0.36,-0.69,0
40338,0.52,-0.44,0
40344,0.35,-0.38,0
40360,0.31,-0.4,0
40366,0.45,-0.16,0
40372,0.42,-0.03,0
40378,0.29,-0.03,0
40384,0.31,-0.02,0
40400,0.82,0.91,0
40406,0,0.41,0
40412,0,-0.17,0
40418,0.83,0.55,0
40424,0.83,1.42,0
40430,0.17,1.2,0
40446,0.17,0.88,0
40452,0.15,0.56,0
40458,0.36,0.67,0
40464,0.71,1.27,0
40470,0,0.75,0
40476,0.19,0.4,0
40492,0.71,1.48,0
40498,0.21,0.93,0
40504,0.52,0.32,0
40510,0.1,0.26,0
40516,0.58,-0.27,0
40522,0.24,-0.22,0
40538,0.36,-0.41,0
40544,0.54,-0.37,0
40550,0.33,-0.55,0
40556,0.57,-0.38,0
40562,0.45,-0.33,0
40578,0.38,-0.41,0
40584,0.43,-0.37,0
40590,0.52,0.06,0
40596,0.23,-0.37,0
40602,0.37,-0.17,0
40608,0.44,0.12,0
40624,0.36,0.11,0
40630,0.53,0.5,0
40636,0.31,0.49,0
40642,0.33,0.39,0
40648,0.36,0.25,0
40654,0.33,0.02,0
40670,0.31,0.2,0
40676,0.49,0.54,0
40682,0.38,0.81,0
40688,0.44,1.09,0
40694,0.43,1.04,0
40700,0.39,1.21,0
40716,0.44,1.3,0
40722,0.31,1.16,0
40728,0.36,0.81,0
40734,0.29,0.6,0
40740,0.21,0.38,0
40746,0.39,0.2,0
40762,0.36,0.03,0
40768,0.29,-0.03,0
40774,0.44,0.13,0
40780,0.41,-0.56,0
40786,0.42,0.01,0
40792,0.31,0.53,0
40808,0.36,-0.15,0
40814,0.22,-1.14,0
40820,0.33,-0.93,0
40826,0.4,-0.54,0
40832,0.25,-0.36,0
40848,0.33,-0.37,0
40854,0.27,-1.05,0
40860,0.32,-0.59,0
40866,0.22,-0.47,0
40872,0.4,-1.01,0
40888,0.28,-0.93,0
40894,0.33,-1.13,0
40900,0.36,-0.7,0
40906,0.28,-1.07,0
40912,0.39,-0.84,0
40928,0.25,-0.96,0
40934,0.38,-1.15,0
40940,0.37,-1.03,0
40946,0.4,-1.25,0
40952,0.23,-1.55,0
40968,0.35,-1.51,0
40974,0.38,-1.51,0
40980,0.33,-1.73,1
40986,0.29,-1.59,0
40992,0.28,-1.63,0
40998,0.28,-1.81,1
41014,0.24,-1.93,0
41020,0.25,-2.29,0
41026,0.39,-2.08,0
41032,0.45,-1.75,0
41038,0.39,-1.61,0
41044,0.33,-1.53,0
41060,0.34,-1.4,0
41066,0.3,-1.61,0
41072,0.34,-1.62,0
41078,0.3,-1.77,1
41084,0.26,-1.97,0
41090,0.3,-2.03,0
41106,0,-2.64,0
41112,0.81,-1.79,0
41118,0,-2.15,0
41124,0.81,-1.24,0
41130,0.26,-0.98,0
41136,0.64,-0.49,0
41152,0.82,0.33,0
41158,0.55,0.8,0
41164,0.54,0.99,0
41170,0.47,1.06,0
41176,0.5,1.19,0
41182,0.4,1.3,0
41198,0.51,1.51,0
41204,0.2,1.44,0
41210,0.27,1.28,0
41216,0.26,1.01,0
41222,0.52,1.36,0
41228,0.34,1.33,0
41244,0.16,1.09,0
41250,0.43,1.21,0
41256,0.27,1.27,0
41262,0.35,1.19,0
41268,0.34,1.25,0
41274,0.24,1.08,0
41290,0.26,0.9,0
41296,0.42,1.08,0
41302,0.35,1.02,0
41308,0.25,1.01,0
41314,0.26,0.82,0
41320,0.31,0.68,0
41336,0.23,0.39,0
41342,0.27,0.44,0
41348,0.31,0.38,0
41354,0.4,0.42,0
41360,0.43,0.59,0
41366,0.43,0.83,0
41382,0.42,1.07,0
41388,0.53,1.47,0
41394,0.82,2.38,0
41400,0.33,2.52,0
41406,0.19,2.16,0
41412,0.24,1.74,0
41428,0,1.04,0
41434,0.84,1.79,0
41440,0.43,1.98,0
41446,0.45,2.2,0
41452,0.6,2.61,0
41458,0.07,2.25,0
41474,0.42,2.48,0
41480,0.29,2.44,0
41486,0.29,2.86,0
41492,0.26,1.96,0
41498,0.4,2.44,0
41504,0.25,1.53,0
41520,0.41,1.65,0
41526,0.4,1.26,0
41532,0.3,0.39,0
41538,0.38,0.08,0
41544,0.47,-0.02,0
41550,0.37,-0.13,0
41566,0.46,-0.18,0
41572,0.3,-0.28,0
41578,0.3,-0.57,0
41584,0.29,-0.39,0
41590,0.43,-0.05,0
41596,0.33,0.15,0
41612,0.42,0.05,0
41618,0.58,0.48,0
41624,0.11,0.47,0
41630,0.3,0.28,0
41636,0.28,0.29,0
41642,0.4,0.36,0
41658,0.22,0.17,0
41664,0.29,0.28,0
41670,0.24,0.27,0
41676,0.46,0.36,0
41682,0.28,0.29,0
41688,0.32,0.39,0
41704,0.43,0.68,0
41710,0.28,0.66,0
41716,0.22,0.64,0
41722,0.41,0.83,0
41728,0.35,0.89,0
41734,0.29,0.7,0
41750,0.32,0.5,0
41756,0.39,0.41,0
41762,0.47,0.48,0
41768,0.22,-0.01,0
41774,0.41,-0.69,0
41780,0.37,-0.66,0
41796,0.4,-0.29,0
41802,0.34,-0.07,0
41808,0.4,0.57,0
41814,0.35,-0.16,0
41820,0.44,-0.23,0
41826,0.33,-0.42,0
41842,0.39,-0.78,0
41848,0.28,-0.49,0
41854,0.27,-0.76,0
41860,0.39,-0.63,0
41866,0.32,-0.58,0
41872,0.39,-0.37,0
41888,0.28,-0.56,0
41894,0.37,-0.39,0
41900,0.4,-0.4,0
41906,0.34,-0.5,0
41912,0.23,-0.62,0
41918,0.36,-0.65,0
41934,0.43,-0.69,0
41940,0.37,-0.69,0
41946,0.21,-1.06,0
41952,0.28,-1.1,0
41958,0.36,-0.98,0
41964,0.24,-1.02,0
41980,0.34,-1.14,0
41986,0.32,-1.15,0
41992,0.35,-1.22,0
41998,0.35,-1.56,1
42004,0.38,-1.11,0
42010,0.33,-1,0
42026,0.29,-0.94,0
42032,0.39,-0.91,0
42038,0.38,-0.6,0
42044,0.35,-0.48,0
42050,0.43,-0.17,0
42056,0.32,-0.37,0
42072,0.33,-0.32,0
42078,0.28,-0.36,0
42084,0.22,-0.71,0
42090,0.34,-0.63,0
42096,0.31,-0.45,0
42102,0.74,0.12,0
42118,0.62,0.56,0
42124,0.02,0.12,0
42130,0.47,0.28,0
42136,0.82,0.95,0
42142,0.01,0.24,0
42148,0,-0.23,0
42164,0.69,0.24,0
42170,0.16,-0.1,0
42176,0.45,-0.12,0
42182,0.31,-0.22,0
42188,0.25,-0.51,0
42194,0.41,-0.49,0
42210,0.3,-0.74,0
42216,0.39,-0.69,0
42222,0.3,-0.85,0
42228,0.45,-0.61,0
42234,0.35,-0.47,0
42240,0.24,-0.7,0
42256,0.43,-0.54,0
42262,0.42,-0.5,0
42268,0.37,-0.38,0
42274,0.3,-0.51,0
42280,0.24,-0.82,0
42286,0.38,-0.82,0
42302,0.36,-0.64,0
42308,0.29,-0.76,0
42314,0.2,-1.17,0
42320,0.24,-1.42,0
42326,0.43,-1.09,0
42332,0.37,-0.9,0
42348,0.33,-0.96,0
42354,0.43,-0.69,0
42360,0.37,-0.64,0
42366,0.36,-0.58,0
42372,0.34,-0.64,0
42378,0.25,-0.82,0
42394,0.82,-0.09,0
42400,0.2,-0.31,0
42406,0,-0.87,0
42412,0.82,-0.28,0
42418,0.16,-0.66,0
42424,0.24,-0.94,0
42440,0,-1.71,1
42446,0.64,-1.27,0
42452,0.58,-0.83,0
42458,0.14,-1.05,0
42464,0.41,-0.79,0
42470,0.27,-0.9,0
42486,0.26,-1.01,0
42492,0.35,-1.65,1
42498,0.1,-2.49,0
42504,0.37,-1.96,0
42510,0.47,-1.86,0
42526,0.44,-2.45,0
42532,0.13,-2.27,0
42538,0.25,-1.81,0
42544,0.52,-2.1,0
42550,0.4,-1.69,0
42566,0.53,-1.47,0
42572,0.63,-0.92,0
42578,0.51,-0.43,0
42584,0.3,-0.55,0
42590,0.51,-0.23,0
42596,0.44,-0.13,0
42612,0.43,0.05,0
42618,0.42,-0.02,0
42624,0.25,-0.21,0
42630,0.16,-0.38,0
42636,0.28,-0.69,0
42642,0.29,-0.91,0
42658,0.36,-0.94,0
42664,0.39,-0.8,0
42670,0.29,-0.71,0
42676,0.41,-0.64,0
42682,0.37,-0.61,0
42698,0.42,-0.41,0
42704,0.3,-0.24,0
42710,0.39,-0.01,0
42716,0.33,-0.18,0
42722,0.3,-0.35,0
42738,0.42,-0.22,0
42744,0.3,-0.43,0
42750,0.42,-0.4,0
42756,0.39,-0.37,0
42762,0.29,-0.46,0
42778,0.39,-0.26,0
42784,0.25,-1.24,0
42790,0.34,-1.06,0
42796,0.5,-0.21,0
42802,0.37,-0.83,0
42818,0.28,-0.67,0
42824,0.4,-0.37,0
42830,0.29,0.16,0
42836,0.37,-0.24,0
42842,0.35,-0.68,0
42848,0.4,-0.31,0
42864,0.33,-0.41,0
42870,0.3,-0.39,0
42876,0.24,-0.44,0
42882,0.28,-0.58,0
42888,0.28,-0.32,0
42904,0.23,-0.53,0
42910,0.3,-0.83,0
42916,0.29,-1.07,0
42922,0.45,-0.56,0
42928,0.37,-0.3,0
42944,0.3,-0.65,0
42950,0.39,-0.68,0
42956,0.36,-0.91,0
42962,0.36,-1.32,0
42968,0.35,-1.57,1
42984,0.38,-1.42,0
42990,0.37,-1.58,0
42996,0.32,-1.73,1
43002,0.28,-1.91,0
43008,0.27,-2.09,0
43024,0.31,-1.93,0
43030,0.29,-1.63,0
43036,0.29,-1.51,0
43042,0.28,-1.46,0
43048,0.3,-1.49,0
43064,0.29,-1.57,0
43070,0.33,-1.44,0
43076,0.37,-1.44,0
43082,0.31,-1.48,0
43088,0.32,-1.58,0
43104,0,-2.02,1
43110,0.82,-1.26,0
43116,0.16,-1.37,0
43122,0.32,-1.26,0
43128,0.4,-1.2,0
43144,0,-1.62,1
43150,0.4,-1.55,0
43156,0.34,-1.51,0
43162,0.27,-1.4,0
43168,0.44,-1.18,0
43184,0.58,-0.54,0
43190,0.26,-0.52,0
43196,0.21,-0.91,0
43202,0.4,-0.81,0
43208,0.42,-0.5,0
43224,0.4,-0.41,0
43230,0.35,-0.26,0
43236,0.48,-0.02,0
43242,0.4,0.13,0
43248,0.41,0.19,0
43254,0.27,0.14,0
43270,0.42,0.37,0
43276,0.24,0.42,0
43282,0.38,0.6,0
43288,0.26,0.6,0
43294,0.27,0.67,0
43300,0.34,0.75,0
43316,0.13,0.49,0
43322,0.37,0.37,0
43328,0.43,0.48,0
43334,0.39,0.67,0
43340,0.41,0.73,0
43346,0.33,0.7,0
43362,0.4,0.78,0
43368,0.35,0.79,0
43374,0.34,0.73,0
43380,0.42,0.82,0
43386,0.27,0.77,0
43392,0.72,1.47,0
43408,0.82,2.38,0
43414,0.27,2.3,0
43420,0,1.75,0
43426,0.07,1.28,0
43432,0.83,2.05,0
43438,0.32,2.07,0
43454,0.57,2.43,0
43460,0.38,2.44,0
43466,0.67,2.81,0
43472,0.56,3.13,0
43478,0.46,3.23,0
43484,0.2,3.44,0
43500,0.36,2.6,0
43506,0.63,3.13,0
43512,0.23,2.88,0
43518,0.22,2.41,0
43524,0.5,3.07,0
43530,0.32,2.81,0
43546,0.31,2.56,0
43552,0.44,2.64,0
43558,0.32,2.29,0
43564,0.35,1.75,0
43570,0.25,1.58,0
43576,0.27,1.56,0
43592,0.36,1.41,0
43598,0.25,1.04,0
43604,0.4,0.94,0
43610,0.27,0.74,0
43616,0.38,0.5,0
43622,0.34,0.35,0
43638,0.26,0.05,0
43644,0.27,-0.02,0
43650,0.32,-0.23,0
43656,0.29,-0.19,0
43662,0.45,-0.08,0
43668,0.46,0.24,0
43684,0.44,0.49,0
43690,0.34,0.47,0
43696,0.42,0.89,0
43702,0.3,0.75,0
43708,0.36,0.55,0
43714,0.41,0.5,0
43730,0.38,0.38,0
43736,0.29,0.24,0
43742,0.32,0.04,0
43748,0.3,-0.1,0
43754,0.38,-0.09,0
43760,0.39,-0.17,0
43776,0.41,-0.01,0
43782,0.41,-0.54,0
43788,0.4,-1.27,0
43794,0.35,-1.16,0
43800,0.38,-0.53,0
43816,0.39,0.03,0
43822,0.42,-0.57,0
43828,0.27,-0.7,0
43834,0.24,-1.22,0
43840,0.35,-1.28,0
43846,0.29,-1.84,1
43862,0.25,-2.31,0
43868,0.29,-2.51,0
43874,0.28,-2.3,0
43880,0.28,-2.34,0
43886,0.41,-2.6,0
43892,0.43,-2.2,0
43908,0.37,-1.85,0
43914,0.49,-1.76,0
43920,0.39,-1.57,0
43926,0.4,-1.34,0
43932,0.28,-1.51,0
43938,0.3,-1.49,0
43954,0.29,-1.53,0
43960,0.31,-1.39,0
43966,0.32,-1.24,0
43972,0.35,-1.22,0
43978,0.34,-1.03,0
43984,0.38,-0.99,0
44000,0.27,-0.95,0
44006,0.32,-1.01,0
44012,0.33,-0.99,0
44018,0.38,-0.75,0
44024,0.29,-0.64,0
44030,0.3,-0.63,0
44046,0.18,-0.78,0
44052,0.19,-1.16,0
44058,0.34,-1.34,0
44064,0.32,-1.48,0
44070,0.29,-1.51,0
44076,0.35,-1.56,0
44092,0.26,-1.55,0
44098,0.25,-1.64,0
44104,0.59,-1.28,0
44110,0.64,-0.75,0
44116,0.43,-0.43,0
44122,0.44,-0.15,0
44138,0.19,-0.28,0
44144,0.24,-0.46,0
44150,0.35,-0.48,0
44156,0.48,-0.31,0
44162,0.22,-0.53,0
44168,0.41,-0.48,0
44184,0.19,-0.69,0
44190,0.4,-0.6,0
44196,0.51,-0.31,0
44202,0.27,-0.44,0
44208,0.39,-0.18,0
44214,0.26,-0.05,0
44230,0.19,-0.22,0
44236,0.39,0,0
44242,0.34,0.23,0
44248,0.4,0.48,0
44254,0.16,0.36,0
44260,0.5,0.72,0
44276,0.35,0.67,0
44282,0.34,0.56,0
44288,0.26,0.45,0
44294,0.27,0.13,0
44300,0.3,0.02,0
44306,0.42,0.11,0
44322,0.36,0.31,0
44328,0.33,0.42,0
44334,0.47,0.76,0
44340,0.32,0.86,0
44347,0.34,0.94,0
44353,0.27,0.84,0
44369,0.32,0.83,0
44375,0.37,0.83,0
44381,0.38,1.03,0
44387,0.42,1.22,0
44393,0,0.73,0
44399,0.83,1.4,0
44415,0.42,1.6,0
44421,0.67,2.18,0
44427,0.86,3.27,0
44433,0.04,3.06,0
44439,0.84,3.73,0
44445,0.17,3.47,0
44461,0.37,3.52,0
44467,0.5,3.68,0
44473,0.21,3.53,0
44479,0.39,3.63,0
44485,0.45,3.31,0
44491,0.41,2.83,0
44507,0.3,2.49,0
44513,0.34,2.24,0
44519,0.62,2.87,0
44525,0.39,3.09,0
44531,0.25,2.87,0
44537,0.43,2.7,0
44553,0.22,2.59,0
44559,0.39,2.52,0
44565,0.46,2.91,0
44571,0.53,3.07,0
44577,0.42,2.87,0
44583,0.35,2.89,0
44599,0.34,2.74,0
44605,0.5,3.03,0
44611,0.43,3.35,0
44617,0.46,3.42,0
44623,0.38,3.37,0
44629,0.38,3.25,0
44645,0.34,3.43,0
44651,0.36,3.15,0
44657,0.45,3.23,0
44663,0.42,3.27,0
44669,0.36,3.34,0
44675,0.3,3.3,0
44691,0.37,3.32,0
44697,0.32,3.07,0
44703,0.4,3.03,0
44709,0.33,2.94,0
44715,0.42,2.77,0
44721,0.38,2.76,0
44737,0.25,2.54,0
44743,0.39,2.66,0
44749,0.41,2.76,0
44755,0.33,2.64,0
44761,0.36,2.55,0
44767,0.41,2.47,0
44783,0.38,3.01,0
44789,0.42,2.36,0
44795,0.32,2.16,0
44801,0.33,1.6,0
44807,0.3,0.66,0
44813,0.38,1.13,0
44829,0.46,0.59,0
44835,0.3,0.77,0
44841,0.28,0.63,0
44847,0.37,0.41,0
44853,0.35,0.63,0
44859,0.36,0.62,0
44875,0.33,0.46,0
44881,0.48,0.57,0
44887,0.39,0.76,0
44893,0.35,0.78,0
44899,0.3,0.29,0
44905,0.22,-0.01,0
44921,0.26,0.03,0
44927,0.24,-0.22,0
44933,0.27,-0.11,0
44939,0.31,-0.21,0
44945,0.33,-0.38,0
44951,0.44,-0.49,0
44967,0.28,-0.7,0
44973,0.33,-0.69,0
44979,0.36,-0.61,0
44985,0.39,-0.72,0
44991,0.31,-0.86,0
44997,0.3,-1.1,0
45013,0.47,-0.9,0
45019,0.32,-0.96,0
45025,0.39,-0.85,0
45031,0.26,-0.96,0
45037,0.33,-1.14,0
45043,0.32,-1.25,0
45059,0.31,-1.29,0
45065,0.22,-1.36,0
45071,0.37,-1.31,0
45077,0.33,-1.24,0
45083,0.32,-1.31,0
45089,0.25,-1.38,0
45105,0,-2,0
45111,0.62,-1.58,0
45117,0,-1.82,0
45123,0.83,-1.09,0
45129,0,-1.6,0
45135,0.21,-1.74,0
45151,0.66,-1.17,0
45157,0.3,-1.26,0
45163,0.62,-0.84,0
45169,0.39,-0.83,0
45175,0.46,-0.59,0
45181,0.5,-0.29,0
45197,0.3,-0.29,0
45203,0.31,-0.39,0
45209,0.37,-0.53,0
45215,0.5,-0.21,0
45221,0.28,-0.16,0
45227,0.28,-0.27,0
45243,0.18,-0.51,0
45249,0.21,-0.73,0
45255,0.25,-0.82,0
