시간(ms),밴드패스,평균이동,피크
175060,0.34,-0.25,0
175074,0.46,0.01,0
175088,0.04,-0.29,0
175102,0.4,0.09,0
175116,0.26,-0.28,0
175130,0.36,-0.51,0
175144,0.2,-0.16,0
175158,0.37,-0.66,0
175172,0.24,-0.88,0
175186,0.46,-0.67,0
175200,0.35,-0.58,0
175214,0.3,-0.31,0
175228,0.37,-0.05,0
175242,0.03,-0.77,0
175256,0.42,-0.39,0
175270,0.49,-0.16,0
175284,0.1,-0.64,0
175298,0.2,-0.88,0
175312,0.51,-0.64,0
175326,0.35,-0.48,0
175340,0.43,-0.57,0
175354,0.12,-0.44,0
175368,0.13,-0.75,0
175382,0.3,-0.63,0
175396,0.58,0.19,0
175410,0.65,0.97,0
175424,0.07,0.48,0
175438,0.62,1.13,0
175452,0.52,0.9,0
175466,0.67,1.2,0
175480,0,0.93,0
175494,0.68,0.77,0
175508,0.28,0.72,0
175522,0.34,0.55,0
175536,0.19,-0.12,0
175550,0.16,-0.47,0
175564,0.34,-0.15,0
175578,0.38,-0.72,0
175592,0.51,-0.37,0
175606,0.3,-0.43,0
175620,0.56,0.37,0
175634,0.31,0.42,0
175648,0.29,0.37,0
175662,0.39,0.15,0
175676,0.56,0.52,0
175690,0.35,0.5,0
175704,0.45,0.98,0
175718,0.61,0.91,0
175732,0.39,0.95,0
175746,0.56,1.34,0
175760,0.47,1.38,0
175774,0.52,1.39,0
175788,0.44,1.79,0
175802,0.52,1.77,0
175816,0.31,1.64,0
175830,0,0.98,0
175844,0.22,0.89,0
175858,0.24,0.6,0
175872,0.58,1,0
175886,0.03,0.28,0
175900,0.28,0.17,0
175914,0.43,0.31,0
175928,0.34,0.22,0
175942,0.42,0.74,0
175956,0.27,0.45,0
175970,0.63,0.6,0
175984,0.28,0.79,0
175998,0.44,1.06,0
176012,0.21,0.5,0
176026,0.36,0.49,0
176040,0.37,0.35,0
176054,0.06,0.24,0
176068,0.74,1.09,0
176082,0.34,1.02,0
176096,0.27,0.49,0
176110,0.16,-0.26,0
176124,0.33,0.15,0
176138,0,-0.77,0
176152,0.68,-0.46,0
176166,0.34,-0.9,0
176180,0.3,-0.42,0
176194,0.3,-0.95,0
176208,0.28,-0.85,0
176222,0.26,-0.87,0
176236,0.23,-0.73,0
176250,0.43,-0.27,0
176264,0.42,-0.12,0
176278,0.04,-0.58,0
176292,0.69,-0.23,0
176306,0.29,-0.24,0
176320,0.33,-0.54,0
176334,0.77,0.22,0
176348,0.28,0.14,0
176362,0.69,0.59,0
176376,0.53,0.52,0
176390,0.36,0.48,0
176404,0.27,0.15,0
176418,0.62,0.19,0
176432,0.13,-0.21,0
176446,0,-0.98,0
176460,0.8,-0.4,0
176474,0.4,-0.59,0
176488,0.19,-0.91,0
176502,0.14,-1.36,0
176516,0.41,-1.03,0
176530,0.43,-0.37,0
176544,0.11,-0.47,0
176558,0.2,-0.46,0
176572,0.42,-0.65,0
176586,0.01,-0.62,0
176600,0.32,-0.51,0
176614,0.45,-0.41,0
176628,0.1,-0.72,0
176642,0.62,-0.33,0
176656,0.51,0.03,0
176670,0.37,-0.34,0
176684,0.36,-0.15,0
176698,0.36,-0.26,0
176712,0.55,0.27,0
176726,0.48,0.4,0
176740,0.35,0.33,0
176754,0.11,0.36,0
176768,0.07,-0.63,0
176782,0.32,-0.58,0
176796,0,-0.93,0
176810,0.76,0.02,0
176824,0.31,-0.04,0
176838,0.15,0.2,0
176852,0.13,-0.6,0
176866,0.31,-0.56,0
176880,0.25,-0.57,0
176894,0.67,0.01,0
176908,0.52,0.36,0
176922,0.48,0.63,0
176936,0.65,1.18,0
176950,0.54,1.2,0
176964,0.24,0.87,0
176978,0.08,0.86,0
176992,0.14,0.02,0
177006,0.25,-0.01,0
177020,0.26,-0.1,0
177034,0.51,-0.51,0
177048,0.25,-0.53,0
177062,0.41,-0.92,0
177076,0.32,-1.14,0
177090,0.27,-1.15,0
177104,0.49,-0.71,0
177118,0.28,-1.15,0
177132,0,-1.21,0
177146,0.8,0.02,0
177160,0.74,-0.08,0
177174,0.02,-0.59,0
177188,0.57,0.08,0
177202,0.21,0.2,0
177216,0.23,-0.13,0
177230,0.51,0.05,0
177244,0.4,0.47,0
177258,0.37,0.63,0
177272,0.47,0.65,0
177286,0.34,1.08,0
177300,0.36,1.01,0
177314,0.36,0.78,0
177328,0.18,0.81,0
177342,0.54,0.59,0
177356,0.29,0.22,0
177370,0.25,0.03,0
177384,0.39,0.04,0
177398,0.29,-0.07,0
177413,0.48,-0.18,0
177428,0.74,0.19,0
177443,0.28,0.08,0
177458,0.8,1.06,0
177473,0.81,1.97,0
177488,0.49,1.98,0
177503,0.43,2.44,0
177518,0.24,1.47,0
177533,0.34,1.35,0
177548,0.33,1.5,0
177563,0.47,1.78,0
177578,0.48,1.81,0
177593,0.11,1.44,0
177608,0.47,1,0
177623,0.46,0.81,0
177638,0.28,0.41,0
177653,0.07,-0.46,0
177668,0.58,-0.36,0
177683,0.29,-0.3,0
177698,0.42,0.17,0
177713,0.22,0.22,0
177728,0.52,0.56,0
177743,0.21,0.44,0
177758,0.15,-0.09,0
177773,0.51,0.34,0
177788,0.33,0.22,0
177803,0.06,-0.18,0
177818,0.14,-0.34,0
177833,0.29,-0.58,0
177848,0.26,-0.58,0
177863,0.44,0.11,0
177878,0.15,-0.81,0
177893,0.14,-1.6,1
177908,0.44,-0.82,0
177923,0.46,-0.93,0
177938,0.2,-0.88,0
177953,0.18,-0.83,0
177968,0.44,-0.86,0
177983,0.28,-0.96,0
177998,0.31,-0.91,0
178013,0.33,-1,0
178028,0.45,-0.74,0
178043,0.33,-0.7,0
178058,0.26,-0.75,0
178073,0.4,-0.32,0
178088,0.27,-0.67,0
178103,0.18,-0.77,0
178118,0.44,-0.42,0
178133,0,-0.93,0
178148,0.3,-0.83,0
178163,0.5,-0.71,0
178178,0,-1.69,1
178193,0,-1.92,0
178208,0.79,-1.74,0
178223,0.46,-2.05,0
178238,0.2,-2.23,0
178253,0.16,-2.39,0
178268,0.54,-1.72,0
178283,0.24,-1.67,0
178298,0.42,-1.38,0
178313,0.32,-1.4,0
178328,0.11,-1.76,0
178343,0.57,-0.91,0
178358,0.21,-1.13,1
178373,0.28,-1.29,0
178388,0.27,-1.14,0
178403,0.4,-0.53,0
178418,0.74,-0.27,0
178433,0.18,-0.4,0
178448,0.65,-0.02,0
178463,0.8,0.8,0
178478,0.06,0.06,0
178493,0.8,0.86,0
178508,0.18,0.85,0
178523,0.11,0.17,0
178538,0.38,0.26,0
178553,0.08,0.28,0
178568,0.48,0.69,0
178583,0.39,0.74,0
178598,0.44,0.95,0
178613,0.24,0.58,0
178628,0.4,0.84,0
178643,0.44,1.22,0
178658,0.49,1.16,0
178673,0.22,0.68,0
178688,0.46,0.98,0
178703,0.44,1.24,0
178718,0.31,0.92,0
178733,0.25,0.79,0
178748,0.3,0.7,0
178763,0.3,0.57,0
178778,0.32,0.31,0
178793,0.46,0.5,0
178808,0.49,0.72,0
178823,0.3,0.49,0
178838,0.27,0.47,0
178853,0.32,0.63,0
178868,0.39,0.47,0
178883,0.16,0.65,0
178898,0.39,0.72,0
178913,0.21,0.23,0
178928,0.44,0.82,0
178943,0.48,1.45,0
178958,0.03,0.19,0
178973,0.35,0.03,0
178988,0.42,0.37,0
179003,0.36,0.58,0
179018,0.44,0.37,0
179033,0.14,0.2,0
179048,0.34,0.06,0
179063,0.32,0.04,0
179078,0.4,0.44,0
179093,0.26,-0.04,0
179108,0.19,-0.11,0
179123,0,-0.46,0
179138,0.6,0.07,0
179153,0.59,0.28,0
179168,0.23,-0.49,0
179183,0.4,-0.1,0
179198,0.48,-0.33,0
179213,0.31,-1.01,0
179228,0.24,-0.59,0
179243,0.44,-1.02,0
179258,0.32,-0.78,0
179273,0.12,-0.68,0
179288,0.35,-0.66,0
179303,0.39,-0.15,0
179318,0.47,-0.16,0
179333,0.37,-0.19,0
179348,0.37,-0.26,0
179363,0.37,-0.06,0
179378,0.32,-0.11,0
179393,0.3,-0.32,0
179408,0.79,0.08,0
179423,0,-0.21,0
179438,0,-0.83,0
179453,0.66,-0.4,0
179468,0.69,0.15,0
179483,0.65,0.64,0
179498,0.02,0.18,0
179513,0.26,0.12,0
179528,0.5,0.4,0
179543,0.26,0.04,0
179558,0.46,0.02,0
179573,0.38,0.13,0
179588,0.58,0.51,0
179603,0.38,0.53,0
179618,0.16,0.16,0
179633,0.39,0.49,0
179648,0.33,0.34,0
183705,0.27,0.51,0
183720,0.36,0.51,0
183735,0.29,0.3,0
183750,0.3,0.78,0
183765,0.35,0.81,0
183780,0.42,0.85,0
183795,0.38,0.93,0
183810,0.33,0.78,0
183825,0.44,1.25,0
183840,0.24,1.12,0
183855,0.31,1.09,0
183870,0.32,1.01,0
183885,0.24,0.99,0
183900,0.29,1.17,0
183915,0.47,1.79,0
183930,0.28,1.27,0
183945,0.32,0.93,0
183960,0.35,1.13,0
183975,0.37,1.09,0
183990,0.45,1.06,0
184005,0.31,1.08,0
184020,0.41,1.3,0
184035,0.27,1.05,0
184050,0.3,1.06,0
184065,0.59,1.74,0
184080,0.34,1.63,0
184095,0.29,1.42,0
184110,0.39,1.33,0
184125,0.52,1.56,0
184140,0.8,2.13,0
184155,0.65,2.42,0
184170,0.3,2.24,0
184185,0.25,2.07,0
184200,0.41,1.51,0
184215,0.14,1.7,0
184230,0.27,2.01,0
184245,0.33,1.41,0
184260,0.39,0.98,0
184275,0.42,0.73,0
184290,0.31,1.19,0
184305,0.43,1.44,0
184320,0.36,1.19,0
184335,0.29,1.24,0
184350,0.36,1.11,0
184365,0.53,1.36,0
184380,0.23,0.87,0
184395,0.33,0.84,0
184410,0.04,0.71,0
184425,0.34,0.67,0
184440,0.8,1.41,0
184455,0.6,1.75,0
184470,0.54,1.8,0
184485,0.31,1.66,0
184500,0.27,1.46,0
184515,0.47,1.51,0
184530,0.24,1.1,0
184545,0.42,1.01,0
184560,0.39,0.99,0
184575,0.27,0.61,0
184590,0.29,0.62,0
184605,0.26,0.5,0
184620,0.45,0.61,0
184635,0.29,0.63,0
184650,0.5,0.85,0
184665,0.25,0.51,0
184680,0.29,0.47,0
184695,0.37,0.49,0
184710,0.43,0.55,0
184725,0.37,0.49,0
184740,0.37,0.34,0
184755,0.4,0.44,0
184770,0.32,0.28,0
184785,0.38,0.41,0
184800,0.43,0.56,0
184815,0.31,0.12,0
184830,0.2,-0.08,0
184845,0.46,0.2,0
184860,0.28,0.03,0
184875,0.26,-0.36,0
184890,0.36,-0.94,0
184905,0.32,-1.32,0
184920,0.34,-1.13,0
184935,0.38,-0.84,0
184950,0.41,-0.77,0
184965,0.22,-0.59,0
184980,0.26,-0.54,0
184995,0.38,-0.38,0
185010,0.35,-0.37,0
185025,0.24,-0.59,0
185040,0.43,-0.36,0
185055,0.39,-0.39,0
185070,0.25,-0.52,0
185085,0.36,-0.36,0
185100,0.38,-0.29,0
185115,0.17,-0.79,0
185130,0.33,-0.56,0
185145,0.09,-0.81,0
185160,0.79,0.31,0
185175,0.15,0.03,0
185190,0.19,-0.87,0
185205,0.36,-1.1,0
185220,0.4,-1.2,0
185235,0.39,-0.96,0
185250,0.56,-0.47,0
185265,0.25,-0.78,0
185281,0.24,-0.72,0
185295,0.31,-0.76,0
185311,0.21,-0.91,0
185325,0.27,-0.79,0
185341,0.36,-0.63,0
185355,0.26,-0.56,0
185371,0.22,-0.79,0
185385,0.37,-0.6,0
185401,0.06,-1.15,0
185415,0.74,-0.36,0
185431,0.33,-0.29,0
185445,0.8,0.33,0
185461,0.18,-0.04,0
185475,0.15,-0.35,0
185491,0.31,-0.39,0
185505,0.27,-0.54,0
185521,0.45,-0.33,0
185535,0.43,-0.22,0
185551,0.21,-0.51,0
185565,0.27,-0.54,0
185581,0.42,-0.16,0
185595,0.37,-0.28,0
185611,0.32,-0.19,0
185625,0.32,-0.08,0
185641,0.56,0.21,0
185655,0.44,0.37,0
185671,0.25,0.2,0
185685,0.39,0.18,0
185701,0.26,-0.05,0
185715,0.31,0.06,0
185731,0.35,0.22,0
185745,0.4,0.23,0
185761,0.29,0.11,0
185775,0.36,0.26,0
185791,0.47,0.3,0
185805,0.28,0.11,0
185821,0.39,0.31,0
185835,0.39,0.33,0
185851,0.28,0.13,0
185865,0.39,0.43,0
185881,0.37,0.42,0
185895,0.26,0.61,0
185911,0.28,-0.17,0
185925,0.33,0.11,0
185941,0.36,0.36,0
185955,0.27,0.19,0
185971,0.28,0.01,0
185985,0.37,-0.02,0
186001,0.36,-0.29,0
186015,0.37,-0.07,0
186031,0.21,-0.07,0
186045,0.37,0.01,0
186061,0.34,0.17,0
186075,0.43,0.38,0
186091,0.32,0.3,0
186105,0.25,0.25,0
186121,0.49,0.59,0
186135,0.43,0.62,0
186151,0.37,0.98,0
186165,0.04,-0.11,0
186181,0.23,-0.23,0
186195,0.59,-0.47,0
186211,0.35,-0.17,0
186225,0.37,0.16,0
186241,0.28,0.08,0
186255,0.33,0.15,0
186271,0.41,0.11,0
186285,0.29,-0.12,0
186301,0.3,0.02,0
186315,0.35,0.14,0
186331,0.34,0.01,0
186345,0.37,0.02,0
186361,0.39,0.09,0
186375,0.36,0.13,0
186391,0.22,-0.35,0
186406,0.76,0.15,0
186421,0.42,0.39,0
186436,0.8,0.93,0
186451,0.61,1.33,0
186466,0.17,0.98,0
186481,0.41,0.94,0
186496,0.36,0.77,0
186511,0.37,0.81,0
186526,0.21,0.52,0
186541,0.5,0.48,0
186556,0.42,0.63,0
186571,0.44,0.63,0
186586,0.35,0.48,0
186601,0.36,0.55,0
186616,0.49,0.65,0
186631,0.3,0.51,0
186646,0.33,0.55,0
186661,0.4,0.68,0
186676,0.21,0.41,0
186691,0.35,0.34,0
186706,0.42,0.52,0
186721,0.45,0.69,0
186736,0.37,0.62,0
186751,0.35,0.56,0
186766,0.36,0.51,0
186781,0.32,0.59,0
186796,0.3,0.45,0
186811,0.33,0.39,0
186826,0.3,0.16,0
186841,0.41,0.27,0
186856,0.42,0.49,0
186871,0.32,0.19,0
186886,0.14,-0.25,0
186901,0.32,-0.3,0
186916,0.35,0.19,0
186931,0.33,0.33,0
186946,0.32,-0.11,0
186961,0.42,-0.01,0
186976,0.27,-0.15,0
186991,0.35,-0.02,0
187006,0.41,0.1,0
187021,0.16,-0.29,0
187036,0.29,-0.25,0
187051,0.32,-0.18,0
187066,0.4,-0.09,0
187081,0.35,-0.07,0
187096,0.33,-0.15,0
187111,0.18,-0.42,0
187126,0,-0.88,0
187141,0.19,-0.84,0
187155,0.13,-1.65,1
187170,0.1,-1.95,0
187185,0.34,-2.4,0
187200,0.5,-2.3,0
187215,0.37,-1.75,0
187230,0.51,-1.44,0
187245,0.32,-1.34,0
187260,0.34,-1.25,0
187275,0.33,-0.95,0
187290,0.25,-1.2,0
187305,0.32,-1.22,0
187320,0.22,-1.43,0
187335,0.4,-1.21,0
187350,0.4,-1.01,0
187365,0.36,-1.1,0
187380,0.32,-0.98,0
187395,0.37,-0.83,0
187410,0.6,-0.46,0
187425,0.36,-0.17,0
187440,0.77,0.46,0
187455,0.26,0.17,0
187470,0.14,-0.31,0
187485,0.44,-0.2,0
187500,0.35,-0.21,0
187515,0.34,-0.24,0
187530,0.21,-0.39,0
187545,0.46,-0.13,0
187560,0.44,0.07,0
187575,0.41,0.25,0
187590,0.3,0.1,0
187605,0.37,0.02,0
187620,0.27,-0.05,0
187635,0.36,0.29,0
187650,0.37,0.35,0
187665,0.4,0.35,0
187680,0.28,0.22,0
187695,0.4,0.32,0
187710,0.42,0.3,0
187725,0.29,0.3,0
187740,0.4,0.35,0
187755,0.38,0.28,0
187770,0.38,0.58,0
187785,0.3,0.55,0
187800,0.34,0.53,0
187815,0.2,0.17,0
187830,0.35,0.15,0
187845,0.34,0.17,0
187860,0.32,0.34,0
187875,0.28,0.7,0
187890,0.36,0.86,0
187905,0.32,1.05,0
187920,0.34,1.3,0
187935,0.4,1.27,0
187950,0.3,0.86,0
187965,0.37,0.76,0
187980,0.42,0.55,0
187995,0.29,0.46,0
188010,0.26,0.3,0
188025,0.32,0.25,0
188040,0.31,0.31,0
188055,0.36,0.34,0
188070,0.37,0.54,0
188086,0.37,0.45,0
188101,0.27,0.21,0
188116,0,-0.33,0
188131,0.75,0.32,0
188146,0.69,0.75,0
188161,0,-0.21,0
188176,0.48,-0.02,0
188191,0.34,-0.63,0
188206,0.4,-0.37,0
188221,0.21,-0.2,0
188236,0.28,-0.41,0
188251,0.34,-0.36,0
188266,0.37,-0.29,0
188281,0.4,0.06,0
188296,0.31,-0.16,0
188311,0.27,-0.43,0
188326,0.32,-0.55,0
188341,0.35,-0.42,0
188356,0.23,-0.58,0
188371,0.48,-0.24,0
188386,0.28,-0.33,0
188401,0.62,0.03,0
188416,0,-0.54,0
188431,0.04,-0.81,0
188446,0.22,-0.98,0
188461,0.8,-0.34,0
188476,0.46,-0.05,0
188491,0.21,-0.33,0
188506,0.19,-0.56,0
188521,0.44,-0.43,0
188536,0.28,-0.42,0
188551,0.26,-0.52,0
188566,0.29,-0.32,0
188581,0.33,-0.32,0
188596,0.39,-0.22,0
188611,0.31,-0.2,0
188626,0.42,0.04,0
188641,0.36,0,0
188656,0.27,-0.08,0
188671,0.32,-0.1,0
188686,0.34,-0.17,0
188701,0.25,-0.22,0
188716,0.33,-0.25,0
188731,0.42,-0.22,0
188746,0.29,-0.21,0
188761,0.42,0.05,0
188776,0.34,0.08,0
188791,0.31,0.08,0
188806,0.31,0,0
188821,0.37,0.01,0
188836,0.38,0.03,0
188851,0.31,0.08,0
188866,0.37,0.6,0
188881,0.27,-0.14,0
188896,0.3,-0.68,0
188911,0.19,-0.33,0
188926,0.26,-0.61,0
188941,0.32,-0.6,0
188956,0.37,-0.56,0
188971,0.33,-0.32,0
188986,0.24,-0.35,0
189001,0.26,-0.44,0
189016,0.29,-0.49,0
189031,0.22,-0.72,0
189046,0.32,-0.65,0
189061,0.33,-0.48,0
189076,0.39,-0.33,0
189091,0.23,-0.5,0
189106,0.39,-0.22,0
189121,0.78,0.26,0
189136,0.14,0.02,0
189151,0.4,-0.29,0
189166,0.44,0.38,0
189181,0.28,0.68,0
189196,0.29,0.7,0
189211,0.3,-0.09,0
189226,0.35,-0.26,0
189241,0.28,-0.14,0
189256,0.4,0.16,0
189271,0.34,0.02,0
189286,0.33,0.07,0
189301,0.25,0.06,0
189316,0.35,0.14,0
189331,0.25,0.03,0
189346,0.29,-0.13,0
189361,0.46,0.1,0
189376,0.3,-0.08,0
189391,0.23,-0.23,0
189406,0.5,0.13,0
189421,0.8,0.8,0
189436,0,0.21,0
189451,0.5,0.54,0
189466,0.18,0.3,0
189481,0.71,0.67,0
189496,0.37,0.71,0
189511,0.23,0.37,0
189526,0.28,0.24,0
189541,0.22,0.09,0
189556,0.41,0.24,0
189571,0.38,0.21,0
189586,0.22,-0.06,0
189601,0.46,0.17,0
189616,0.27,0.04,0
189631,0.32,0.09,0
189646,0.24,-0.01,0
189661,0.35,0.23,0
189676,0.25,0.2,0
189691,0.24,0.06,0
189706,0.34,0.04,0
189721,0.28,-0.05,0
189736,0.28,0.02,0
189751,0.34,0.15,0
189766,0.43,0.32,0
189781,0.28,0.39,0
189796,0.38,0.45,0
189811,0.41,0.54,0
189826,0.31,0.36,0
189841,0.31,0.44,0
189856,0.43,0.45,0
189871,0.33,-0.27,0
189886,0.22,-0.13,0
189901,0.38,-0.13,0
189916,0.32,-0.29,0
189931,0.43,-0.05,0
189946,0.31,-0.02,0
189961,0.32,0.03,0
189976,0.28,-0.08,0
189991,0.3,-0.03,0
190006,0.46,0.08,0
190021,0.14,-0.25,0
190036,0.28,-0.3,0
190051,0.47,0.05,0
190066,0.3,-0.03,0
190081,0.25,-0.03,0
190096,0.35,0.07,0
190111,0.21,-0.3,0
190126,0,-0.7,0
190141,0.35,-0.43,0
190156,0.54,-0.32,0
190171,0.13,-1.26,0
190186,0.35,-0.62,0
190201,0.47,-0.59,0
190216,0.32,-0.38,0
190231,0.27,-0.97,0
190246,0.33,-0.91,0
190261,0.16,-0.9,0
190276,0.33,-0.77,0
190291,0.45,-0.34,0
190306,0.34,-0.43,0
190321,0.26,-0.58,0
190336,0.43,-0.2,0
190351,0.42,-0.23,0
190366,0.31,-0.2,0
190381,0.21,-0.32,0
190396,0.23,-0.29,0
190411,0,-0.74,0
190426,0.37,-0.51,0
190441,0.58,0.04,0
190456,0.48,0.16,0
190471,0.37,0.23,0
190486,0.5,0.53,0
190501,0.48,0.65,0
190516,0.31,0.38,0
190531,0.37,0.46,0
190546,0.37,0.39,0
190561,0.37,0.23,0
190576,0.36,0.3,0
190591,0.4,0.43,0
190606,0.24,0.09,0
190621,0.37,0.14,0
190636,0.2,0.15,0
190651,0.3,0,0
190666,0.3,-0.04,0
190681,0.41,-0.06,0
190696,0.34,-0.01,0
190711,0.24,-0.14,0
190726,0.31,-0.07,0
190741,0.35,0.02,0
190756,0.33,-0.21,0
190771,0.52,0.35,0
190786,0.27,0.33,0
190801,0.22,-0.06,0
190816,0.31,-0.04,0
190831,0.3,0.06,0
190846,0.48,0.21,0
190861,0.18,0.15,0
190876,0.46,0.79,0
190891,0.38,0.72,0
190906,0.26,0.22,0
190921,0.31,0.47,0
190936,0.23,0.25,0
190951,0.3,-0.05,0
190966,0.3,-0.05,0
190981,0.43,0.19,0
190996,0.27,0.08,0
191011,0.25,0.19,0
191026,0.21,0.05,0
191041,0.36,-0.11,0
191056,0.26,-0.21,0
191071,0.2,-0.21,0
191086,0.18,-0.55,0
191101,0.28,-0.7,0
191116,0.31,-0.6,0
191131,0.45,-0.21,0
191146,0.26,-0.18,0
191161,0.26,0.19,0
191176,0.34,0.16,0
191191,0.39,-0.15,0
191206,0.19,-0.5,0
191221,0.25,-0.57,0
191236,0.4,-0.68,0
191251,0.23,-0.95,0
191266,0.33,-0.78,0
191281,0.43,-0.61,0
191296,0.26,-0.72,0
191311,0.34,-0.66,0
191326,0.34,-0.63,0
191341,0.32,-0.7,0
191356,0.29,-0.56,0
191371,0.27,-0.62,0
191386,0.35,-0.38,0
191401,0.25,-0.4,0
191416,0.23,-0.45,0
191431,0.26,-0.62,0
191446,0.48,-0.37,0
191461,0.75,0.37,0
191476,0.34,0.37,0
191491,0.12,0,0
191506,0,-0.44,0
191521,0.66,-0.19,0
191536,0.22,-0.24,0
191551,0.32,-0.09,0
191566,0.36,-0.03,0
191581,0.36,0.04,0
191596,0.34,-0.13,0
191611,0.26,0.01,0
191626,0.29,-0.24,0
191641,0.33,-0.31,0
191656,0.34,-0.15,0
191671,0.39,-0.01,0
191686,0.35,0.15,0
191701,0.33,0.18,0
191716,0.25,0.09,0
191731,0.31,-0.1,0
191746,0.32,0,0
191761,0.34,0.13,0
191776,0.36,0.3,0
191791,0.29,0.17,0
191806,0.32,0.25,0
191821,0.32,0.38,0
191836,0.17,0.31,0
191851,0.8,1,0
191866,0.2,0.77,0
191881,0.12,0.23,0
191896,0.8,0.93,0
191911,0.09,0.63,0
191926,0.37,0.57,0
191941,0.55,0.73,0
191956,0.42,0.97,0
191971,0.78,1.59,0
191986,0.63,1.73,0
192001,0.43,1.82,0
192016,0.29,1.55,0
192031,0.29,1.19,0
192046,0.28,1.12,0
192061,0,0.56,0
192076,0.24,0.37,0
192091,0.51,0.61,0
192106,0.24,0.5,0
192121,0.7,1.02,0
192136,0,0.45,0
192151,0,0.07,0
192166,0.6,0.55,0
192181,0.34,0.61,0
192196,0.82,1.02,0
192211,0,-0.14,0
192226,0.82,0.49,0
192241,0.5,1.01,0
192256,0.53,1.6,0
192271,0.49,1.23,0
192286,0.17,0.98,0
192301,0.38,1,0
192316,0,0.44,0
192331,0.65,0.8,0
192346,0.71,1.18,0
192361,0.81,1.73,0
192376,0.63,2.03,0
192391,0,1.4,0
192406,0,0.77,0
192421,0,0.15,0
192436,0.46,0.25,0
192451,0,-0.2,0
192466,0.82,0.6,0
192481,0,0.16,0
192496,0.19,-0.02,0
192511,0.55,0.28,0
192526,0.08,-0.12,0
192541,0.58,0.28,0
192556,0.54,0.49,0
192571,0,0.04,0
192586,0.6,0.64,0
192601,0.36,-0.02,0
192616,0.15,-0.09,0
192631,0.83,0.89,0
192646,0.25,0.06,0
192661,0.52,0.64,0
192676,0.33,0.54,0
192691,0.69,0.65,0
192706,0.44,0.6,0
192721,0.16,-0.33,0
192736,0.55,-0.37,0
192751,0.74,0.06,0
192766,0.67,0.61,0
192781,0.21,0.43,0
192796,0.17,0.2,0
192811,0.33,0.6,0
192826,0.39,0.69,0
192841,0.45,0.53,0
192856,0.43,0.74,0
192871,0.27,0.08,0
192886,0.49,0.73,0
192901,0.54,1.39,0
192916,0.53,1.13,0
192931,0.43,1.12,0
192946,0.26,0.23,0
192961,0.21,0.53,0
192976,0.82,0.5,0
192991,0.82,0.85,0
193006,0.59,0.84,0
193021,0.05,0.14,0
193036,0.56,0.67,0
193051,0.82,1.18,0
193066,0.66,1.93,0
193081,0.81,1.91,0
193096,0.3,1.14,0
193111,0,-0.03,0
193126,0,-0.87,0
193141,0,-0.71,0
193156,0,-0.6,0
193171,0.5,0.12,0
193186,0.48,0.2,0
193201,0.83,1.29,0
193216,0.15,0.26,0
193231,0.56,0.93,0
193246,0.4,1.07,0
193261,0.82,1.25,0
193276,0.06,1.14,0
193291,0,0.25,0
193306,0.56,0.29,0
193321,0.33,0.69,0
193336,0.69,0.8,0
193351,0,0.22,0
193366,0.83,1.08,0
193381,0,-0.11,0
193396,0.5,0.28,0
193411,0,-0.47,0
193426,0.02,-0.88,0
193441,0.82,-0.6,0
193456,0,-1.16,0
193471,0,-1.18,0
193486,0.68,-0.92,0
193501,0.54,-1.07,0
193516,0.32,-1.45,0
193531,0.75,-0.56,0
193546,0.32,-0.31,0
193561,0.49,-0.02,0
193576,0.64,0.36,0
193591,0,-0.27,0
193606,0.83,0.29,0
193621,0.48,0.54,0
193636,0.74,0.83,0
193651,0.21,0.3,0
193666,0.18,-0.18,0
193681,0.69,0.19,0
193696,0.6,0.64,0
193711,0.59,1.08,0
193726,0.56,0.56,0
193741,0.59,0.19,0
193756,0,-0.61,0
193771,0.07,-0.53,0
193786,0.3,-0.82,0
193801,0.38,-1.36,0
193816,0.55,-1.34,0
193831,0.31,-1.83,1
193846,0.44,-1.41,0
193861,0.35,-0.78,0
193876,0.34,-0.23,0
193891,0.22,0.02,0
193906,0.43,0.57,0
193921,0.23,0.18,0
193936,0.29,-0.1,0
193951,0.3,-0.8,0
193966,0.35,-0.46,0
193981,0.4,-0.58,0
193996,0.35,-0.58,0
194011,0.38,-1.03,0
194026,0.33,-0.6,0
194041,0.33,-0.07,0
194056,0.51,-0.14,0
194071,0.32,-0.17,0
194086,0.22,-0.86,0
194101,0.27,-0.42,0
194116,0.32,-1.05,0
194131,0.73,0.02,0
194146,0.47,-0.03,0
194161,0.62,0.8,0
194176,0.15,0.93,0
194191,0.09,-0.16,0
194206,0.05,-0.05,0
194221,0.54,0.63,0
194236,0.21,-0.02,0
194251,0.4,-0.2,0
194266,0.22,-0.3,0
194281,0.46,-0.67,0
194296,0.48,-0.33,0
194311,0.31,-0.55,0
194326,0.32,-0.93,0
194341,0.24,-0.57,0
194356,0.3,-1.22,1
194372,0.32,-1.31,0
194388,0.26,-1.83,0
194403,0.35,-1.44,0
194418,0.69,-0.58,0
194433,0,-1.45,1
194448,0.54,-1.34,0
194463,0.16,-1.78,0
194478,0.02,-2.27,0
194493,0.55,-2.08,0
194508,0.53,-1.13,0
194523,0.55,-0.38,0
194538,0.25,-0.41,0
194553,0.52,-0.14,0
194568,0.4,-0.34,0
194583,0.47,-0.11,0
194598,0.43,-0.13,0
194613,0.39,-0.06,0
194628,0.25,-0.24,0
